what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432084908613
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432084909707
executed,command,,,"com.altera.sbt4e.launch.hardware.Nios2HardwareLaunchShortcut.run",1432084909717
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432084913171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432084914502
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432084914514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432084917355
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1432084917364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432084920773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432084921713
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1432084924458
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1432084947274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432084950067
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432084951399
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1432084951413
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432084955666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432084977985
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1432084978002
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432084978616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432084978683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432084982245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432084987682
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1432084990276
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1432084993304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432084994483
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1432084995698
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432085005700
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1432085005716
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1432085030261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432085034111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432085042923
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1432085042940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432085043493
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432085043536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432085047669
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432085048411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432085054255
