what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432076904111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432076911747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432076912819
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1432076913016
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1432076914752
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1432076914970
error,log,,,"Failed Executing: [nios2-download, '--cable=DE-SoC on localhost [USB-1]', --device=2, --instance=0, --go, /cygdrive/c/Users/klholden/Documents/nightmares/Lab4/qsys_tutorial/software/hello_world_small3/hello_world_small3.elf] return code: 4, 'other error'",1432076924699
error,log,,,"Downloading ELF Process failed",1432076924706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432076924717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432076933755
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1432076936888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432076939707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432076940498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432076949252
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432076950369
started,bundle,com.altera.sbt4e.systemconsole,14.0.0.200,"com.altera.sbt4e.systemconsole",1432076950561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432076950568
started,bundle,com.altera.sbtgui.integration.jars,14.0.0.200,"com.altera.sbtgui.integration.jars",1432076950585
error,log,,,"",1432076957922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432076957942
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432076957955
error,log,,,"",1432076958162
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432076958168
executed,command,,,"com.altera.sbt4e.launch.hardware.Nios2HardwareLaunchShortcut.run",1432076958175
error,log,,,"Error reported by System Console",1432076966362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432076966367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432076971935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432076976163
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432076977169
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1432076977353
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1432076978451
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1432076978703
error,log,,,"Failed Executing: [nios2-download, '--cable=DE-SoC on localhost [USB-1]', --device=2, --instance=0, --go, /cygdrive/c/Users/klholden/Documents/nightmares/Lab4/qsys_tutorial/software/hello_world_small3/hello_world_small3.elf] return code: 4, 'other error'",1432076988574
error,log,,,"Downloading ELF Process failed",1432076988581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432076988592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432077014936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432077017043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432077027588
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1432077031128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432077034749
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432077034809
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432077035050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432077036874
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1432077036883
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432077043076
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432077044101
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1432077044285
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1432077045385
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1432077045654
error,log,,,"Failed Executing: [nios2-download, '--cable=DE-SoC on localhost [USB-1]', --device=2, --instance=0, --go, /cygdrive/c/Users/klholden/Documents/nightmares/Lab4/qsys_tutorial/software/hello_world_small3/hello_world_small3.elf] return code: 4, 'other error'",1432077054403
error,log,,,"Downloading ELF Process failed",1432077054411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432077054420
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432077056787
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1432077060151
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1432077060368
error,log,,,"Failed Executing: [nios2-download, '--cable=DE-SoC on localhost [USB-1]', --device=2, --instance=0, --stop] return code: 4, 'other error'",1432077064722
error,log,,,"Failed Executing: [nios2-download, '--cable=DE-SoC on localhost [USB-1]', --device=2, --instance=0, --go, /cygdrive/c/Users/klholden/Documents/nightmares/Lab4/qsys_tutorial/software/hello_world_small3/hello_world_small3.elf] return code: 4, 'other error'",1432077069764
error,log,,,"Downloading ELF Process failed",1432077069772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432077069782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432077073838
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1432077075671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432077078041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432077079068
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1432077079253
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1432077080400
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1432077080636
error,log,,,"Failed Executing: [nios2-download, '--cable=DE-SoC on localhost [USB-1]', --device=2, --instance=0, --stop] return code: 4, 'other error'",1432077084972
error,log,,,"Failed Executing: [nios2-download, '--cable=DE-SoC on localhost [USB-1]', --device=2, --instance=0, --go, /cygdrive/c/Users/klholden/Documents/nightmares/Lab4/qsys_tutorial/software/hello_world_small3/hello_world_small3.elf] return code: 4, 'other error'",1432077090419
error,log,,,"Downloading ELF Process failed",1432077090427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432077090438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432077119951
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1432077122679
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432077128538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432077129540
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1432077129725
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1432077130833
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1432077131054
