what,kind,bundleId,bundleVersion,description,time
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1431739977959
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431739979238
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1431739979464
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431739982966
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1431740002226
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1431740003152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431740003651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431740015645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1431740058079
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1431740059167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431740059695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431740365013
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431740371387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431740375705
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431740379356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431740620203
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1431740626098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1431740638541
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431740645796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1431740651665
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431740653503
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1431740657795
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1431740663613
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431740666818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431740673893
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1431740673904
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1431740674756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431740683264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431740688319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431740690011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431740690075
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431740697441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431740697446
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431740935306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431740963409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431741023730
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1431741030463
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1431741032384
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1431741032432
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1431741066350
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1431741066545
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1431741066583
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1431741076159
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1431741076335
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1431741096454
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1431741098700
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1431741105543
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431741106909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431741109482
