what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431737966497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431737967712
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1431737967920
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431737969495
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1431737969713
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1431737969792
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1431737974360
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431737975055
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1431737977146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431737980218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431737989465
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1431737989704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431737990014
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431737991581
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431737991813
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1431737991817
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431737995258
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1431737998194
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1431738002656
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1431738002697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738006116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738009538
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431738012204
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1431738014740
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431738017546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431738020676
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431738026759
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1431738028740
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738031683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738033363
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1431738033569
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431738034825
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1431738035003
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431738039158
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1431738095882
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1431738097352
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1431738105087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738107483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738114872
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738143697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738144584
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1431738144685
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1431738144685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738147720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738192025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738194527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738258481
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1431738262124
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1431738263279
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1431738263361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738268750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738271321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738274358
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738278465
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1431738278490
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1431738282073
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1431738284392
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1431738287352
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1431738294834
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431738295623
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1431738298898
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738304110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738306092
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1431738306300
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431738307559
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1431738307790
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1431738311361
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1431738326697
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1431738326872
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738345423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738349625
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1431738349642
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738352335
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738355736
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1431738375404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738378583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738423274
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1431738432531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738442735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738443804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738444018
error,log,,,"",1431738450905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738450922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738450935
error,log,,,"",1431738451180
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738451190
executed,command,,,"com.altera.sbt4e.launch.hardware.Nios2HardwareLaunchShortcut.run",1431738451194
error,log,,,"",1431738458549
error,log,,,"Unexpected error",1431738458551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431738458565
